PAYER NAME,PAYER ID,TRANSACTION,AVAILABLE,NON PAR,ENROLLMENT,SECONDARY,ATTACHMENT,WC / AUTO,NOTES
Countryway Insurance Company,C1083,Professional Claims 837P,Yes,Yes,No,No,Yes,Auto,"Auto only. At this time, only Professional (HCFA) claims are accepted."
County Care Health Plan,06541,Professional Claims 837P,Yes,Yes,No,No,No,,For claims with DOS on/after 4/1/2016. Earlier DOS should be mailed to the payer.
County Care Health Plan,06541,Institutional Claims 837I,Yes,Yes,No,No,No,,For claims with DOS on/after 4/1/2016. Earlier DOS should be mailed to the payer.
County Care Health Plan,COUNTYCARE,Claim Status 276 / 277,Yes,No,No,No,No,,
County Care Health Plan,COUNTYCARE,Eligibility 270 / 271,Yes,No,No,No,No,,
County Care Health Plan ,06541,Remits 835,Yes,No,Yes,No,No,,
County Medical Services Program (CMSP),AMM15,Professional Claims 837P,Yes,No,No,No,No,,Effective 4/1/15.
County Medical Services Program (CMSP),AMM15,Institutional Claims 837I,Yes,No,No,No,No,,Effective 4/1/15.
County Medical Services Program (CMSP),AMM15,Dental Claims 837D,Yes,No,No,No,No,,Effective 4/1/15.
"County of Chesterfield, VA",J1525,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
County of Fresno,AMM21,Professional Claims 837P,Yes,No,No,No,No,,Effective 7/1/18
County of Fresno,AMM21,Institutional Claims 837I,Yes,No,No,No,No,,Effective 7/1/18
County of Kern - CORVEL,J1935,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
County of Kern POS,22149,Professional Claims 837P,Yes,No,No,Yes,No,,"For Dates of Service (DOS) 12/31/2015 and PRIOR. For DOS on/after 1/1/2016, the claims should be directed to Anthem Blue Cross (California)."
County of Kern POS,22149,Institutional Claims 837I,Yes,No,No,Yes,No,,"For Dates of Service (DOS) 12/31/2015 and PRIOR. For DOS on/after 1/1/2016, the claims should be directed to Anthem Blue Cross (California)."
County of Los Angeles (1000),J1625,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. For claim numbers that start with '1000'. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
County of Los Angeles (2000),J1722,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. For claim numbers that start with '2000'. At this time, only Professional (HCFA) claims are accepted."
County of Los Angeles (3000),J1967,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. For claim numbers that start with '3000'. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed.
"
County of Los Angeles (4000/5000),J1723,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. For claim numbers that start with '4000' or '5000'. At this time, only Professional (HCFA) claims are accepted."
County of Sacramento - EMSF,AMM20,Professional Claims 837P,Yes,No,No,No,No,,Effective 6/1/18
County of Sacramento - EMSF,AMM20,Institutional Claims 837I,Yes,No,No,No,No,,Effective 6/1/18
County of Sacramento - Healthy Partners,MBA01,Professional Claims 837P,Yes,No,No,No,No,,
County of Sacramento - Healthy Partners,MBA01,Institutional Claims 837I,Yes,No,No,No,No,,
County Of San Diego,J1513,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
County of Shasta (CA),J1616,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
County of Tulare (CA) - CORVEL,J1666,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
Covenant Administrators Inc.,58102,Remits 835,Yes,No,Yes,No,No,,"Atlanta, GA. "
Covenant Administrators Inc.,58102,Professional Claims 837P,Yes,Yes,No,No,No,,"Atlanta, GA."
Covenant Administrators Inc.,58102,Institutional Claims 837I,Yes,Yes,No,No,No,,"Atlanta, GA."
Covenant Administrators Inc.,COV-ADMIN,Eligibility 270 / 271,Yes,No,No,No,No,,
Covenant Management System Employee Benefit Plan,CMSEB,Professional Claims 837P,Yes,Yes,No,No,No,,
Covenant Management System Employee Benefit Plan,CMSEB,Institutional Claims 837I,Yes,Yes,No,No,No,,
Coventry Health Care Carelink Medicaid,00182,Claim Status 276 / 277,Yes,No,No,No,No,,
Coventry Health Care Carelink Medicaid,00182,Eligibility 270 / 271,Yes,No,No,No,No,,
"Coventry Health Care of  MO, MS, AK, TN(00184)",10205,Eligibility 270 / 271,Yes,No,No,No,No,,
Coventry Health Care of Georgia,10190,Eligibility 270 / 271,Yes,No,No,No,No,,
Coventry Health Care of Louisiana,10150,Eligibility 270 / 271,Yes,No,No,No,No,,
Coventry Health Care USA (HCUSA),00186,Eligibility 270 / 271,Yes,No,No,No,No,,
Coventry National/University of MO(00250),10196,Eligibility 270 / 271,Yes,No,No,No,No,,
Coventry National/University of MO(COVON),13129,Eligibility 270 / 271,Yes,No,No,No,No,,
Coventry Wellpath Select,10153,Eligibility 270 / 271,Yes,No,No,No,No,,
CoventryCares of West Virginia,SCNCC,Dental Claims 837D,Yes,No,No,No,No,,
Covet Health,IHS21,Institutional Claims 837I,Yes,No,No,No,No,,
Covet Health,IHS21,Professional Claims 837P,Yes,No,No,No,No,,
"Coworx Staffing, LLC ",J1046,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Cox Health Plan,00019,Institutional Claims 837I,Yes,Yes,No,No,No,,
Cox Health Plan,00019,Remits 835,Yes,No,Yes,No,No,,
Cox Health Plan,00019,Professional Claims 837P,Yes,Yes,No,No,No,,
Cox Health Plan,COX-HP,Eligibility 270 / 271,Yes,No,No,No,No,,
CPR Share Plans,CB695,Professional Claims 837P,Yes,No,No,Yes,No,,
CPR Share Plans,CB695,Institutional Claims 837I,Yes,No,No,Yes,No,,
Craftworks Holdings - CORVEL,J3862,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Create Healthcare,CREATE,Eligibility 270 / 271,Yes,No,No,No,No,,
Crescent Health Solutions,56213,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Crescent Health Solutions,56213,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Crestbrook Insurance Company,J1550,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Crown Life - Great West,62308,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Crown Life - Great West,62308,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Crown Life - Great West,62308,Dental Claims 837D,Yes,Yes,No,Yes,No,,
"Croy - Hall Management, Inc.",37266,Professional Claims 837P,Yes,Yes,No,Yes,No,,
"Croy - Hall Management, Inc.",37266,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Crum & Forster Indemnity Co,31348,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed.
"
Crum & Forster Medicare Supplement,96618,Remits 835,Yes,No,Yes,No,No,,ERA only payer - IAS Admin Payer.
Crystal Run Health Plans,46430,Professional Claims 837P,Yes,Yes,No,Yes,No,,"For claims with DOS on/after January 1, 2018. "
Crystal Run Health Plans,46430,Institutional Claims 837I,Yes,Yes,No,Yes,No,,"For claims with DOS on/after January 1, 2018. "
CSAA Insurance Company,C1090,Professional Claims 837P,Yes,Yes,No,No,Yes,Auto,"Auto only. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
CSEA Employee Benefit Fund,CX054,Dental Claims 837D,Yes,No,No,No,No,,
CSI Life Insurance Company Medicare Supplement,95707,Remits 835,Yes,No,Yes,No,No,,ERA only payer - IAS Admin Payer.
CSI NETWORK SERVICES,34186,Professional Claims 837P,Yes,No,No,No,No,,
CSI NETWORK SERVICES,34186,Institutional Claims 837I,Yes,No,No,No,No,,
Culinary Health Fund,CULINARY,Eligibility 270 / 271,Yes,No,No,No,No,,
Cumberland Insurance Group,C1091,Professional Claims 837P,Yes,Yes,No,No,Yes,Auto,"Auto only. At this time, only Professional (HCFA) claims are accepted.
"
CuraeChoice,CC304,Professional Claims 837P,Yes,Yes,No,Yes,No,,
CuraeChoice,CC304,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Curative Health,CURATIVE,Eligibility 270 / 271,Yes,No,No,No,No,,
Curative Health,CURTV,Remits 835,Yes,No,Yes,No,No,,
Curative Health,CURTV,Institutional Claims 837I,Yes,No,No,No,No,,
Curative Health,CURTV,Professional Claims 837P,Yes,No,No,No,No,,
​Cure Auto Insurance For NJ Auto,C1092,Professional Claims 837P,Yes,Yes,No,No,Yes,Auto,"Auto only. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Custody Medical Services Program (CMSP),AMM03,Institutional Claims 837I,Yes,No,No,No,No,,
Custody Medical Services Program (CMSP),AMM03,Professional Claims 837P,Yes,No,No,No,No,,
Custom Benefit Administrators,39081,Professional Claims 837P,Yes,No,No,Yes,No,,
Custom Benefit Administrators,39081,Institutional Claims 837I,Yes,No,No,Yes,No,,
Custom Benefit Administrators,39081,Dental Claims 837D,Yes,Yes,No,Yes,No,,
Custom Benefit Administrators,39081,Remits 835,Yes,No,Yes,Yes,No,,
"Custom Design Benefits, Inc.",82056,Professional Claims 837P,Yes,No,No,Yes,No,,
"Custom Design Benefits, Inc.",82056,Institutional Claims 837I,Yes,No,No,Yes,No,,
"Custom Design Benefits, Inc.",82056,Remits 835,Yes,No,Yes,Yes,No,,
CVS Pharmacy (CAREMARK),J3973,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
"CWI Benefits, Inc.",57080,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
"CWI Benefits, Inc.",57080,Remits 835,Yes,No,Yes,Yes,No,,
"CWI Benefits, Inc.",57080,Professional Claims 837P,Yes,Yes,No,Yes,No,,
CYPRESS BENEFIT ADMINISTRATORS,88056,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
CYPRESS BENEFIT ADMINISTRATORS,88056,Remits 835,Yes,No,Yes,No,No,,"ERA can be found under ""Premier HealthCare Exchange (PHX) - Cypress Benefit Admin"""
Cypress Security (Member of BHHC),20044,Professional Claims 837P,Yes,Yes,No,No,No,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted. Covers CA, IL, LA, MN, NC, NJ, OR, TN, TX, VA."
Dairyland Insurance Company,C1033,Professional Claims 837P,Yes,Yes,No,No,Yes,Auto,"Auto Only. At this time, only Professional (HCFA) claims are accepted."
Dameron Hospital Association,CCHPC,Professional Claims 837P,Yes,No,No,Yes,Yes,,
Dameron Hospital Association,CCHPC,Institutional Claims 837I,Yes,No,No,Yes,Yes,,
Darigold - CORVEL,J1936,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
Dart Management Corporation,43471,Institutional Claims 837I,Yes,No,No,Yes,No,,
Dart Management Corporation,43471,Professional Claims 837P,Yes,No,No,Yes,No,,
Dawson ISD,J3929,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed.
"
DBi Services LLC - CORVEL,J3761,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed.
"
DC Health Ryan White Program,DCRWP,Professional Claims 837P,Yes,Yes,No,No,No,,
DC Health Ryan White Program,DCRWP,Institutional Claims 837I,Yes,Yes,No,No,No,,
DC Risk Solutions,DCRSS,Professional Claims 837P,Yes,No,No,Yes,Yes,,
DC Risk Solutions,DCRSS,Institutional Claims 837I,Yes,No,No,Yes,Yes,,
DCHP Texas Medicaid,38261,Institutional Claims 837I,Yes,Yes,No,Yes,No,,For claim DOS on or after 9/1/22.  Claims with DOS prior to 9/1/21 should be sent using payer code 74272.
DCHP Texas Medicaid,38261,Professional Claims 837P,Yes,Yes,No,Yes,No,,For claim DOS on or after 9/1/22.  Claims with DOS prior to 9/1/21 should be sent using payer code 74272.
DDIC,94276,Dental Claims 837D,Yes,No,No,No,No,,
Dean Health Plan,39113,Professional Claims 837P,Yes,No,No,Yes,No,,
Dean Health Plan,39113,Institutional Claims 837I,Yes,No,No,Yes,No,,
Dean Health Plan,39113,Remits 835,Yes,No,Yes,Yes,No,,
Dean Health Plan,DEANH,Claim Status 276 / 277,Yes,No,No,No,No,,
Dean Health Plan,DEANH,Eligibility 270 / 271,Yes,No,No,No,No,,
Dean Health Plan (Medica),41822,Professional Claims 837P,Yes,Yes,No,No,No,,
Dean Health Plan (Medica),41822,Institutional Claims 837I,Yes,Yes,No,No,No,,
Definity Health,DEFINITY,Claim Status 276 / 277,Yes,No,No,No,No,,
Definity Health,DEFINITY,Eligibility 270 / 271,Yes,No,No,No,No,,
"Del Taco, LLC",J1681,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
Delano Regional Medical Group (Managed Care Systems),MCS03,Remits 835,Yes,No,Yes,Yes,No,,
Delano Regional Medical Group (Managed Care Systems),MCS03,Professional Claims 837P,Yes,No,No,Yes,No,,
Delano Regional Medical Group (Managed Care Systems),MCS03,Institutional Claims 837I,Yes,No,No,Yes,No,,
Delaware First Health (Centene),68069,Remits 835,Yes,No,Yes,No,No,,ERA enrollment forms listed under Centene Corporation.
Delaware First Health (Centene),68069,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Delaware First Health (Centene),68069,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Delaware First Health (Centene),DEFIRST,Claim Status 276 / 277,Yes,No,No,No,No,,
Delaware First Health (Centene),DEFIRST,Eligibility 270 / 271,Yes,No,No,No,No,,
"Dell, Inc. - CORVEL",J1983,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
"Delta Dental (Northeast - ME, NH, VT)",02027,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Classic,WDENC,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Clear,WDENC,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Encara,WDENC,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Ins. Co. - Alabama,DDAL1,Eligibility 270 / 271,Yes,No,No,No,No,,
Delta Dental Ins. Co. - Alabama,DDAL1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Ins. Co. - Florida,DDFL1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Ins. Co. - Georgia,DDGA1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Ins. Co. - Louisiana,DDLA1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Ins. Co. - Mississippi,DDMS1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Ins. Co. - Texas,DDTX1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Ins. Co. - Utah,DDUT1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Of Alaska,DDAK1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Arizona,86027,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Arkansas,DDPAR,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of California,77777,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Colorado,DDPCO,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Connecticut,22189,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Delaware,51022,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Georgia,DDGA1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Idaho,82029,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Illinois,47598,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Illinois - Individual,IDIND,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Iowa,CDIA1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Iowa - DWP,CDIAM,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Kentucky,CDKY1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Maryland,23166,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Massachusetts,04614,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Minnesota,DDMN,Eligibility 270 / 271,Yes,No,No,No,No,,
Delta Dental of Missouri,43090,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Montana,DDMT1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Nevada,DDNV1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of New Jersey,22189,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of New York,11198,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Oklahoma,DDPOK,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Pennsylvania,23166,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Puerto Rico,66043,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Rhode Island,05029,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of South Carolina in Missouri,43091,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of South Dakota,54097,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Tennessee (Dental),DDPTN,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Texas,DDTX1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Virginia,54084,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of WA,91062,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Washington DC,52147,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Washington State,91062,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of West Virginia,31096,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Wisconsin,39069,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental of Wyoming,CDWY1,Dental Claims 837D,Yes,No,No,No,No,,
Delta Dental Texas Childrens Medicaid Services,CPPTM,Dental Claims 837D,Yes,No,No,No,No,,
Delta Health Systems,DHS01,Professional Claims 837P,Yes,No,No,No,No,,Please Note: P5 Health Plan Solutions of Utah (87068) was taken over by Delta Health Systems and is no longer active. Providers should refer to the patient’s current healthcare ID card for the administrator of benefits and Payer ID. 
Delta Health Systems,DHS01,Institutional Claims 837I,Yes,No,No,No,No,,Please Note: P5 Health Plan Solutions of Utah (87068) was taken over by Delta Health Systems and is no longer active. Providers should refer to the patient’s current healthcare ID card for the administrator of benefits and Payer ID. 
Delta Health Systems,DHS01,Remits 835,Yes,No,Yes,No,No,,Please Note: P5 Health Plan Solutions of Utah (87068) was taken over by Delta Health Systems and is no longer active. Providers should refer to the patient’s current healthcare ID card for the administrator of benefits and Payer ID. 
DeltaCare USA - Claims,DDCA2,Dental Claims 837D,Yes,No,No,No,No,,
DeltaCare USA - Encounters,DDCA3,Dental Claims 837D,Yes,No,No,No,No,,
Dental Benefit Providers,52133,Dental Claims 837D,Yes,Yes,No,No,No,,
Dental Choice Plan,86027,Dental Claims 837D,Yes,No,No,No,No,,
Dental Choice Plan Plus,86027,Dental Claims 837D,Yes,No,No,No,No,,
Dental Health & Wellness,46278,Dental Claims 837D,Yes,No,No,No,No,,
Dental Select,DSL01,Dental Claims 837D,Yes,No,No,No,No,,
DentaQuest,04356,Dental Claims 837D,Yes,No,No,No,No,,
DentaQuest –Government,CX014,Dental Claims 837D,Yes,Yes,No,No,No,,
Dentegra,88888,Dental Claims 837D,Yes,No,No,No,No,,
Denti-Cal,94146,Remits 835,Yes,No,Yes,No,No,,ERA Enrollment is completed with EDI Enrollment.
Denti-Cal,94146,Dental Claims 837D,Yes,No,Yes,No,No,,
Denti-Cal DTI Encounter,DTCA7,Dental Claims 837D,Yes,Yes,No,No,No,,
Denver Health and Hospital Authority,84133,Institutional Claims 837I,Yes,Yes,No,No,No,,
Denver Health and Hospital Authority,84133,Remits 835,Yes,No,Yes,No,No,,
Denver Health and Hospital Authority,84133,Professional Claims 837P,Yes,Yes,No,No,No,,
Denver Health Medical Plan,84135,Remits 835,Yes,Yes,Yes,No,No,,
Denver Health Medical Plan,84135,Professional Claims 837P,Yes,Yes,No,No,No,,
Denver Health Medical Plan,84135,Institutional Claims 837I,Yes,Yes,No,No,No,,
Denver Health Medical Plan,DENVER,Eligibility 270 / 271,Yes,No,No,No,No,,
Denver Health Medical Plan Inc.,65456,Professional Claims 837P,Yes,No,No,No,No,,
Denver Health Medical Plan Inc.,65456,Institutional Claims 837I,Yes,No,No,No,No,,
"Denver Health Medical Plan, In. - Medicare Choice",84131,Professional Claims 837P,Yes,Yes,No,No,No,,
"Denver Health Medical Plan, In. - Medicare Choice",84131,Institutional Claims 837I,Yes,Yes,No,No,No,,
Department of Corrections - Oklahoma,71065,Institutional Claims 837I,Yes,Yes,No,Yes,No,,Effective 1/1/18. 
Department of Corrections - Oklahoma,71065,Remits 835,Yes,No,Yes,Yes,No,,Effective 1/1/18. Providers wishing to receive ERAs for this payer ID must enroll under UMR (39026)
Department of Corrections - Oklahoma,71065,Professional Claims 837P,Yes,Yes,No,Yes,No,,Effective 1/1/18. 
Department of Corrections - Oklahoma,DOCOK,Eligibility 270 / 271,Yes,No,No,No,No,,
Department of Social and Health Services (DSHS),MC006,Dental Claims 837D,Yes,Yes,Yes,Yes,No,,
Department of Social and Health Services (DSHS),MC006,Remits 835,Yes,No,Yes,Yes,No,,
Department of Social and Health Services (DSHS),MC006,Professional Claims 837P,Yes,Yes,Yes,Yes,No,,
Department of Social and Health Services (DSHS),MC006,Institutional Claims 837I,Yes,Yes,Yes,Yes,No,,
Department Rehabilitative Services - Oklahoma,71065,Professional Claims 837P,Yes,Yes,No,Yes,No,,Effective 1/1/18. 
Department Rehabilitative Services - Oklahoma,71065,Institutional Claims 837I,Yes,Yes,No,Yes,No,,Effective 1/1/18. 
Department Rehabilitative Services - Oklahoma,71065,Remits 835,Yes,No,Yes,Yes,No,,Effective 1/1/18. Providers wishing to receive ERAs for this payer ID must enroll under UMR (39026)
Depositors Insurance Co,J1550,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Deseret Mutual Benefit Administrators,DMBA,Eligibility 270 / 271,Yes,No,No,No,No,,
Deseret Mutual Benefit Administrators,SX105,Remits 835,Yes,No,Yes,Yes,No,,A UHIN pass through fee applies to this transaction.
Deseret Mutual Benefit Administrators,SX105,Professional Claims 837P,Yes,No,Yes,Yes,No,,A UHIN pass through fee applies to this transaction.
Desert Medical Group (Regal),DESRT,Professional Claims 837P,Yes,No,No,No,No,,
Desert Medical Group (Regal),DESRT,Institutional Claims 837I,Yes,No,No,No,No,,
Desert Oasis Healthcare (DOHC) (Regal),DESRT,Institutional Claims 837I,Yes,No,No,No,No,,
Desert Oasis Healthcare (DOHC) (Regal),DESRT,Professional Claims 837P,Yes,No,No,No,No,,
Desert Valley Medical Group,DVMC1,Professional Claims 837P,Yes,No,No,No,No,,
Desert Valley Medical Group,DVMC1,Institutional Claims 837I,Yes,No,No,No,No,,
Detego Health,62599,Professional Claims 837P,Yes,No,No,No,No,,
Detego Health,62599,Institutional Claims 837I,Yes,No,No,No,No,,
Detroit Medical Center,56240,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Devoted Health,DEVOT,Professional Claims 837P,Yes,No,No,No,No,,
Devoted Health,DEVOT,Institutional Claims 837I,Yes,No,No,No,No,,
Devoted Health,DEVOT,Remits 835,Yes,No,Yes,No,No,,
Devoted Health,DEVOTED,Claim Status 276 / 277,Yes,No,No,No,No,,
Devoted Health,DEVOTED,Eligibility 270 / 271,Yes,No,No,No,No,,
DH Cook Associates,DHCOOK,Eligibility 270 / 271,Yes,No,No,No,No,,
DHMN - Preferred IPA Hospital Risk,DHM02,Institutional Claims 837I,Yes,No,No,Yes,No,,
DHMN - Preferred IPA Hospital Risk,DHM02,Remits 835,Yes,No,No,No,No,,Automatic ERA enrollment upon electronic claim submission
DHMN - Preferred IPA Hospital Risk,DHM02,Professional Claims 837P,Yes,No,No,Yes,No,,
DHMN Santa Cruz,DHM01,Remits 835,Yes,No,No,No,No,,Automatic ERA enrollment upon electronic claim submission
DHMN Santa Cruz,DHM01,Institutional Claims 837I,Yes,No,No,Yes,No,,
DHMN Santa Cruz,DHM01,Professional Claims 837P,Yes,No,No,Yes,No,,
DHR Provider Management,DHRPM,Professional Claims 837P,Yes,No,Yes,No,No,,Please contact Debra (949-635-0434) to become approved for electronic submissions.
Diabetes Heart Care CSNP,HCS01,Professional Claims 837P,Yes,Yes,No,No,No,,
Diamond Bar Medical Group,NMM01,Professional Claims 837P,Yes,No,No,Yes,Yes,,
Diamond Bar Medical Group,NMM01,Institutional Claims 837I,Yes,No,No,Yes,Yes,,
Diamond Bar Medical Group,NMM01,Remits 835,Yes,No,Yes,Yes,No,,
"Diamond Insurance Group, LTD",J2140,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
Dignity Global,MPM27,Professional Claims 837P,Yes,No,No,No,No,,"Effective January 1, 2017. "
Dignity Global,MPM27,Institutional Claims 837I,Yes,No,No,No,No,,"Effective January 1, 2017."
Dignity HCLA,MPM28,Professional Claims 837P,Yes,No,No,No,No,,"Effective January 1, 2017."
Dignity HCLA,MPM28,Institutional Claims 837I,Yes,No,No,No,No,,"Effective January 1, 2017."
Dignity Health - Mercy Medical Group / Woodland Clinic,PROH1,Professional Claims 837P,Yes,Yes,No,No,No,,
Dignity Health - Mercy Medical Group / Woodland Clinic,PROH1,Institutional Claims 837I,Yes,Yes,No,No,No,,
Dignity Health - Mercy Medical Group / Woodland Clinic,PROH1,Remits 835,Yes,No,Yes,No,No,,
Dignity Health - Sequoia Physicians Network,PROH2,Professional Claims 837P,Yes,Yes,No,No,No,,
Dignity Health - Sequoia Physicians Network,PROH2,Institutional Claims 837I,Yes,Yes,No,No,No,,
Dignity Health Medical Group - Inland Empire,PROH4,Professional Claims 837P,Yes,Yes,No,No,No,,For claims with DOS on or after 7/1/14.
Dignity Health Medical Group - Inland Empire,PROH4,Institutional Claims 837I,Yes,Yes,No,No,No,,For claims with DOS on or after 7/1/14.
Dignity Health Medical Network – Central California,MCS03,Professional Claims 837P,Yes,No,No,Yes,No,,
